seed:  (12456174437878464825, (7378811080179175001, 15395885404217714343, 6163147517195570559, 9337327699863596204), 6545539491213818223, 15881808227103888081)
seed:  (16353199161520900085, (4832155354232903876, 1565412997587208522, 16719442306791989887, 8418660387183652003), 16288608038770863667, 9317562694985405885)
seed:  (17612401306198286248, (4045294646839412299, 2525196384480080598, 17375252206904257327, 11827267645340471421), 13081160640337608423, 7183611611560773050)
seed:  (14778608903590760879, (17503843330152934231, 12710011324565100494, 3465049780293455463, 9956604425763682886), 8397889245287778760, 1099800080046585015)
seed:  (3533254848313810460, (7045177798162913276, 16254011678985505448, 16187493979203758129, 4574138636515703572), 7723194068726219122, 10398587629067747668)
seed:  (12206261463592594139, (11739090296362068755, 15349203302117651840, 300900722074057738, 7085361012059594005), 11735709153924676133, 1923348103177499668)
seed:  (16241194331953504731, (11307181114746122234, 17662885377273555676, 16785585819594515090, 8958621988403623729), 838635334814998888, 16368513839598212692)
seed:  (10186268735638918460, (3383319087116649853, 233143613075667611, 1932720483033780928, 2599325352584572289), 16108167719822221312, 10941987252397051913)
seed:  (13945831678256418355, (8620427097268204072, 6467686456501761405, 14999603011688622946, 14767448450209342695), 11573147377705314908, 145174863802423803)
seed:  (1155783508752913278, (5864094819984887079, 9145185376459326915, 7128530946752672593, 274167511911099420), 14658555744198131048, 11060428898160325036)
seed:  (7588817438072671703, (7979359886507101407, 12592727537130612363, 15762879455482716805, 5243613833016944134), 7503335697888624530, 13434472406942771926)
seed:  (4694677107415302410, (13761294378865016890, 17420859630836533644, 18435616812706901673, 16955776253802772995), 7376065549351049925, 1587806438293247235)
seed:  (737919229875781301, (460834488691177278, 16428747532357994322, 13290399786436569943, 10319139060433343243), 13542546770058547631, 4295336012355583463)
seed:  (9635307286608256509, (13967740482897232448, 12842682547168482062, 8776728028323013123, 6584802181986310106), 5264629626260800842, 1935236438571940392)
seed:  (6699897606322325183, (5354968589850303013, 10505524106435599007, 13098979659668987237, 4331069427755711937), 12550415250824263872, 6944184373416633806)
seed:  (10899520079463537127, (10060119366277879996, 1361301989429609357, 14475953400012026950, 13141734900734861521), 218142429852850904, 1003378695506618768)
