seed:  (9729077713996554581, (208972191835527031, 11401546469798123253, 6907289594254969121, 4006619436006995156), 5747807593061375655, 4064840666392539128)
seed:  (2641149449945461352, (14240770262694885767, 10954399167377625049, 12783461454911016181, 17453892102922481558), 11408953553783700327, 12590688686069093405)
seed:  (16967566675052852335, (18307188763460484929, 8996690431903869942, 231405037949247872, 3106837668592828895), 11959257656224285941, 152879774001632485)
seed:  (1262739267404195143, (11450119339908933590, 16111316894496975788, 4770606555091902541, 15462753830344796653), 2820613902448841831, 11206621818207245838)
seed:  (9990302026311921056, (3844142936857512442, 850848899720409368, 6804621462105010675, 8332940356139578955), 10741880235607805549, 6226801944592521530)
seed:  (2421784834527571635, (4864551295644132353, 14716961468130759750, 18311536935743014397, 14367307700580188576), 343938929277352997, 1541237154904543384)
seed:  (2333069202300941618, (18432265371165614456, 14721614894062939697, 10123511278716345326, 2855491355958516274), 1932131660258285205, 6031296521523113322)
seed:  (6952218964492468324, (2335149192623299690, 5159988987207856987, 10510180466944409427, 818816072216165144), 14094223477810416653, 10281553580683919274)
seed:  (1395763761995255488, (15107765449957244528, 5793889733979154930, 12069975315649190289, 2102013041082152606), 14109361507971551148, 7285681283532854382)
seed:  (15399524931084019353, (6171712629925777507, 4301511316654377266, 10989901245282565361, 7554235449381464339), 740898158153471923, 16714592268182897697)
seed:  (4431030870953793845, (17882481444544046779, 8461901361559518913, 3975322199074443914, 1115341647407562601), 8089363055310741001, 4752239463612008344)
seed:  (5692420709995060890, (10925305094524772998, 6314048076813398887, 3709621225069620088, 4021135313246961134), 1792788041607485174, 1788025747652230636)
seed:  (12772539091743042414, (5401764915361976868, 9140199642720804019, 4854991537016989000, 14840082598689563163), 15336959292669911495, 8814682745600574846)
seed:  (3740007848119956696, (13933831375789971598, 1670872475780783908, 4845202225050518234, 4589801892839664507), 3705397244926910778, 6070170821945089897)
seed:  (17643152894233359471, (4357898013241607093, 10447529486458773400, 10218903800871570808, 10684525141427926066), 7858843102030886435, 6109340871827751347)
seed:  (17915400618062335142, (809530765710427955, 14614781397638805265, 9644228230540099021, 12238446239118762610), 7962374968975665087, 11743794145701175469)
seed:  (4047042770474560879, (14592434882205737621, 1045729956164366822, 2614602309853835701, 15866628348598332895), 10878117079068768513, 10880751987594703274)
seed:  (16482420717352770776, (15630158127814664030, 18384553702325407074, 9188146617284214537, 2345701548833238338), 13190981859988553453, 11067712304544251819)
seed:  (3242557134353106440, (8551489083946846798, 1370960727080204623, 10405744870866575343, 10871812959951375818), 15017459335523712056, 13570521061843590776)
seed:  (13598664676073209864, (14868614302173795737, 18346188019796720196, 3752673497562218685, 12851525403558710881), 371727999069950592, 14231361513704931155)
seed:  (12187483719753432308, (12164190323065927065, 17805381778519236595, 15904525704011967819, 14285704691844121474), 8502038114658454307, 18331948751232284966)
seed:  (9263289420447744307, (11763797214716350758, 3137063378294129916, 10151770264708736661, 12440297643874683841), 11266091337380333339, 3399568556273780309)
seed:  (16390995438048658543, (14239387307120781002, 10760457424691261457, 8586101163020321436, 6878009790267197198), 7011037859688397237, 1848893896031224915)
seed:  (4778922252566137272, (9298904318217807570, 16471066947134213004, 5210201148402497615, 7534869717746045877), 3702715035687463101, 18250981970645414508)
seed:  (15072704294074684308, (3588929918306873455, 16358264330705755250, 6703699175684938025, 10600907962257203860), 547278537262470335, 18434345700531113898)
seed:  (12667665035890878263, (1038388930750240284, 3207024672849998850, 3838624758222466699, 1340624723397079664), 12721976990430285693, 5404738350288706921)
seed:  (16008850836846854273, (3431812846916705348, 4752901093669991781, 8599317747769024045, 13606288545329517962), 5207705462960504420, 210375224750899797)
seed:  (9282245775853725212, (8519164741127795593, 454866325976749597, 2495755338615937017, 16128277743130464430), 6595018848273290672, 6825667240930827461)
seed:  (17873898130975598074, (6264145747195382609, 2962213555290811097, 13686564901290104000, 5679389584961336204), 16357238076975437730, 2811566131732974843)
seed:  (8771940711797016312, (15946042410178072776, 4403746013861752161, 13276202334708380278, 12866757812381775134), 3586259113478570686, 2686499390443122273)
seed:  (15674919822874512552, (12872482693048955930, 2484335008864083519, 8829129751159805289, 10884682229980986354), 1324654671479686856, 5387452597216786557)
seed:  (16721596351595934439, (13073182995158902712, 14998673254319791986, 13061060686349806749, 7487631536780837572), 12460696415473221212, 10806801828158565781)
seed:  (10564232953458899209, (58244957115772933, 17718360186645349600, 11424494978851728147, 13900942699822955564), 6207225677114666667, 1435496860813241131)
seed:  (5574426475252539973, (18132383526209630978, 16657439707370009171, 18139199319347202871, 18341822228173379331), 8459517103010956905, 14839958182876929754)
seed:  (13212761550301157922, (9792140372734433650, 18216649727125926411, 17000951474852191459, 4229582361732761802), 14450290134189725550, 13177242086661533765)
seed:  (8212435041155997849, (12896412288669190137, 8551750546306339404, 9617701104625423142, 9880871459340097626), 4565722618621393893, 8286748880391992719)
seed:  (9355309838412281823, (10355755115829519412, 11613816638082312761, 6209137356821678419, 12978278426846588660), 13738854010278311110, 18011077968191882754)
seed:  (17347140514974386612, (12984626355888700402, 2554445306598250861, 16423099054026494480, 5691038456863050545), 8469734484366715443, 13856876566058790120)
seed:  (12962152489961844963, (8572802234757933771, 17495490446042737597, 9254719202511492870, 4679198490901021373), 11684320497050681992, 12643116747346462139)
seed:  (13196197546363566397, (16031010187631415273, 17029492384947646725, 6031882917358740776, 1965949730465519211), 8550055738219459481, 4715260922858351927)
seed:  (5352330389874284594, (14184636096872498335, 16749290799124625898, 6427135415214732643, 15016088011634161226), 14959426314171167914, 9409950146680371146)
seed:  (17566438453326343662, (3114549858495573940, 17997912863617833667, 11773520465957085349, 1964460902425036735), 961642822820964421, 958729925776907814)
seed:  (7988287057849712160, (6633026974823402034, 18130145980092613294, 15705115368549501905, 11152897152692307689), 15345048977184152380, 10362596800318408320)
seed:  (11942158231418378362, (7529850676654936234, 17525607840521385962, 12365269896718417984, 5677757555309809069), 2761280929460966418, 1625776504250180791)
seed:  (3750667104581343872, (17451135784037058791, 11908816724092711175, 7078930672738986536, 15309567231159664871), 17387067892419948429, 16677903240377882356)
seed:  (3562014049376126811, (7991368719392745172, 12150013502049777996, 5114905168881697239, 16461844566674138879), 6582411638832908963, 5104720245237960388)
seed:  (15966024179881403240, (14814307412765861487, 6821012466666611357, 18224020944794382004, 9574167837058923511), 18111028584899512371, 2850842069325233295)
seed:  (14736504747492175740, (7600931208812065667, 1169625357444157828, 5309164195195375932, 3165966503797588485), 17151056711830058421, 14883319726441774693)
seed:  (14729294976113165805, (17159645742446817299, 819820073377639, 9291115370839624886, 9113505026267558700), 17759746519451659620, 8596379526096201267)
seed:  (7303515689186440945, (3225523148318967974, 12126006987681207372, 9998211256602865250, 17906281493481572950), 9778699816027257852, 11132375320739679853)
seed:  (4083972700686992273, (17749145904453004544, 9110133022278453076, 5993848721533404693, 12798651198657977771), 6190430873307856096, 3953498121722270433)
seed:  (4578745102381510994, (6584322231731639627, 4802962331200344369, 18408642768229124250, 14730148499723912200), 18110380812535200843, 15942772373716276390)
seed:  (2503514052658966802, (9941589162404189825, 8547556969552085740, 7978409638043631440, 7774164009945393153), 6271857956980091186, 11629220059164662315)
seed:  (15810844982677868866, (9573834152296314857, 15194734359660215649, 10248344967728316594, 3177380398102063420), 10355571306893215216, 990586371254317467)
seed:  (14245816441798848068, (995538753767475071, 17465788722734024891, 17484183887744106775, 16685982861902911617), 16585817391345184462, 3260469590176774917)
seed:  (6086675546731914838, (8107491131917381238, 11848389759329789211, 8959309399589191387, 2667292436421629911), 6543216546504126694, 8335944488844830678)
seed:  (5386022149775690225, (6453588762328460000, 12708453711618755117, 11507223258907843397, 11586409853431927402), 2481800502221553175, 8180741406957979118)
seed:  (18011036946121054874, (6434914006018353180, 10383241112711884137, 1436313394950235191, 8136384388472895276), 6956764415170941524, 6716033942832377196)
seed:  (16886418324100669067, (16567110389207052664, 12297288958722961719, 8765429688331568090, 13338554758756913802), 10109331327624306340, 7709934918891120978)
seed:  (2193780679823855509, (10241508239790012209, 9609389936046142331, 2507267656088512394, 4236873476382584047), 10475147007809420125, 1788180825813073265)
seed:  (3436440463396648402, (18182707141596861982, 8830868242814314410, 10255645527374775030, 8631098601042682708), 4485331626439997374, 5648924250164402659)
seed:  (13911626129029294677, (14912091625987395336, 18379917971683030377, 4768249885231158307, 15183577986711623938), 892833294471946320, 12189307613239361151)
seed:  (3919578509047590457, (9565430689049767105, 12493785782490907698, 16169646776388800411, 17695237594236473301), 18110748110822119621, 5462904115198269796)
seed:  (5234983418784722965, (9607490849020684341, 12003320384226049338, 16049772194266183300, 7946511053201402296), 8867681413259800101, 4913205071339061757)
seed:  (16620701721369101977, (7061755282643055609, 14294327403172804225, 11256430803093181655, 10220584333959554398), 3183374290260244688, 1055322443027470470)
seed:  (14364856137515029167, (10530766485915775272, 10702388796611312237, 6853649469076361351, 2303984468795757128), 10773448673382729658, 10268074390948662481)
seed:  (13037721608187523228, (4078775341015527946, 4736101790782733518, 16749791848339185897, 14971707964100213836), 8367540485973187423, 7585768985844302466)
seed:  (8198916487380967130, (3672896250457750560, 6057285462639181995, 586288096817289838, 15756319092474469750), 15469775398040579233, 6294576629609920943)
seed:  (7948234315263315547, (17507787313818086334, 11728296601557026827, 13088586800498909648, 17764039889854640868), 12937292311766910787, 1245465044209832097)
seed:  (6979965624840427017, (6719908077649139804, 16987541966257398071, 219619672752576193, 6045783525357665451), 8647184817658526571, 6905477181529704057)
seed:  (2478718829126235831, (17481140843755725371, 13376221407774159013, 6533079618889428460, 15264498285251593517), 10498522137798069283, 4748891907808671390)
